Property_Address,Tax_Year,Property_Class,Type_of_Residence,Rooms,Bedrooms,Basement,Fireplaces,Central_Air,Full_Baths,Half_Baths,Building_Square_Feet,Land_Square_Feet,Age,Longitude,Latitude,Sale_Price
11738 S WESTERN AV,2004,202,1-story,6.0,4.0,Full basement,0.0,No,1.0,0.0,884.0,3100.0,77.0,-87.68107059999998,41.6798146,112000
2737 S CUYLER,2003,211,?,10.0,4.0,Full basement,0.0,No,2.0,0.0,1702.0,3780.0,83.0,-87.7825663,41.8598684,239000
2703  PRAIRIE AVE EVANSTON,2018,203,5.0,5.0,2.0,1.0,1.0,2.0,1.0,0.0,1152.0,7300.0,135.0,-87.70204109,42.06679432,280000
315 S GLENDALE AVE BARRINGTON,2018,203,1.0,6.0,3.0,3.0,0.0,1.0,1.0,1.0,1248.0,17340.0,54.0,-88.12326737,42.14986919,379000
12455 S LOWE AVE,2013,203,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,1043.0,4059.0,55.0,-87.6376666,41.6671923,130000
111 E CHESTNUT ST 35K,2012,299,,,,,,,,,,,,-87.62519379999998,41.8978884,645000
849 W OHIO ST 7,2015,202,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,880.0,3528.0,93.0,-87.649567,41.891366,206200
8340  CALLIE AVE MORTON GROVE,2018,299,,,,,,,1.0,,,637812.0,10.0,-87.78364043,42.03462273,251000
1339 N DEARBORN ST 15H,2003,299,,,,,,,,,,,,-87.62962440000003,41.9070858,209000
4440 188TH ST,2004,299,,,,,,,,,,,,-87.7247845,41.5470245,98000
3845 N PAULINA ST,2013,278,2-story,9.0,5.0,Partial basement,2.0,Yes,3.0,1.0,2764.0,4612.0,13.0,-87.67111609999998,41.9519148,1625000
149 BLACKHAWK DR,2007,202,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,949.0,8520.0,53.0,-87.6897571,41.4709533,122900
736  ELDER CT GLENCOE,2018,234,4.0,8.0,4.0,3.0,0.0,1.0,2.0,2.0,1666.0,11088.0,53.0,-87.77344963,42.13077579,610000
17943 COMMUNITY ST,2005,203,1-story,7.0,4.0,Slab basement,0.0,Yes,1.0,0.0,1584.0,4960.0,63.0,-87.5354322,41.56887329999999,115900
1030 HIRSCH BLVD,2005,299,,,,,,,,,,,,-87.53854240000003,41.6041159,86000
4736 S KEDVALE AV,2004,203,1-story,5.0,3.0,Slab basement,0.0,No,1.0,0.0,1377.0,3780.0,75.0,-87.72747779999997,41.8067986,237000
12650 W NAVAJO DR,2015,278,2-story,7.0,4.0,Partial basement,0.0,No,2.0,0.0,2238.0,12262.0,33.0,-87.78567149999998,41.6612352,200000
165 N CANAL ST,2012,299,,,,,,,,,,,,-87.6396285,41.88483400000001,386000
2248 ELIZABETH DR,2010,203,1-story,5.0,3.0,Full basement,0.0,Yes,1.0,0.0,1130.0,6000.0,51.0,-87.85917640000002,41.84747,150000
711  PARK DR KENILWORTH,2018,206,2.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,2631.0,9614.0,75.0,-87.72368424,42.08653107,737500
2919 N ELSTON AV,2003,211,2-story,16.0,8.0,Full basement,0.0,No,3.0,0.0,3105.0,8700.0,93.0,-87.690813,41.9346,470000
914  GREENWOOD AVE WILMETTE,2018,206,2.0,13.0,6.0,1.0,2.0,1.0,2.0,2.0,3130.0,9300.0,108.0,-87.70182433,42.08306034,1
95  BODE RD HOFFMAN ESTATES,2018,203,1.0,6.0,3.0,1.0,0.0,1.0,1.0,1.0,1205.0,10030.0,57.0,-88.08165483,42.04210511,202000
2602  FLICKER LN ROLLING MEADOWS,2018,203,1.0,5.0,3.0,4.0,1.0,1.0,1.0,0.0,1083.0,11252.0,61.0,-88.02546192,42.08349143,155000
5737 S NEWCASTLE AVE,2015,202,1-story,4.0,2.0,Full basement,0.0,Yes,1.0,0.0,982.0,5040.0,56.0,-87.7923378,41.7873626,430000
5215 S WHIPPLE,2004,211,2-story,8.0,4.0,Slab basement,0.0,No,2.0,0.0,1564.0,3750.0,87.0,-87.69976770000002,41.7985614,172000
3811 N OKETO AVE,2015,203,1-story,5.0,3.0,Slab basement,0.0,No,1.0,0.0,1480.0,3900.0,80.0,-87.8117738,41.949174600000006,289000
525 W HAWTHORNE PL,2013,299,,,,,,,,,,,,-87.642142,41.94442700000001,235000
805  INDIANA LN ELK GROVE VILLAGE,2018,278,2.0,7.0,4.0,3.0,0.0,2.0,2.0,1.0,2044.0,8360.0,37.0,-88.04633829999999,42.0014399,285000
6147 N SHERIDAN RD 19B,2006,299,,,,,,,,,,,,-87.6551152,41.9935886,239000
4528  GRACE ST SCHILLER PARK,2018,203,1.0,7.0,4.0,1.0,0.0,1.0,2.0,1.0,1596.0,6464.0,58.0,-87.86390913,41.96060252,226000
329  JOAN CT BARTLETT,2018,299,,,,,,,1.0,,,150707.0,10.0,-88.17725339,41.99297712,118000
3730  KNOLLWOOD LN GLENVIEW,2018,278,2.0,8.0,4.0,3.0,0.0,1.0,2.0,0.0,3121.0,10196.0,56.0,-87.84820834,42.07521854,430000
510  FREDERICK LN HOFFMAN ESTATES,2018,234,4.0,5.0,3.0,3.0,0.0,2.0,1.0,1.0,1066.0,10500.0,52.0,-88.09169498,42.05652499,210000
1226 W JARVIS AV 1E,2004,299,,,,,,,,,,,,-87.663383,42.016461,120000
7118 W SUMMERDALE,2012,202,1-story,5.0,3.0,Full basement,0.0,No,1.0,1.0,954.0,3120.0,52.0,-87.8055521,41.97809,212900
11510 S ROGOWSKI DR,2004,278,2-story,8.0,4.0,Slab basement,0.0,Yes,2.0,0.0,2006.0,4830.0,58.0,-87.6983817,41.6838696,189900
631  CUMBERLAND TRL ROSELLE,2018,299,,,,,,,1.0,,,296571.0,10.0,-88.06000878,41.99530208,93000
2148 W SUNNYSIDE AVE,2015,278,2-story,13.0,6.0,Full basement,0.0,No,4.0,0.0,2695.0,3030.0,106.0,-87.68259599999998,41.9634509,1480000
362  BROADMOOR LN BARTLETT,2018,295,2.0,7.0,2.0,1.0,0.0,1.0,2.0,1.0,1471.0,1353.0,9.0,-88.17615788,41.98852525,230000
710 N HAMLIN AVE PARK RIDGE,2018,234,4.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1456.0,6534.0,47.0,-87.85070749,42.02023651,296000
7320 N OKETO AVE,2014,202,,,,,,,,,,,,-87.8118218,42.0140444,245000
1419 TOMLIN DR,2011,278,2-story,8.0,4.0,Full basement,1.0,Yes,2.0,1.0,2680.0,20700.0,30.0,-87.9087707,41.7794933,435000
3732N SAYRE,2011,202,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,860.0,3810.0,76.0,-87.801183,41.9482275,240000
9331  LANDINGS LN DES PLAINES,2018,299,,,,,,,1.0,,,16637.0,10.0,-87.85779277,42.04208392,170000
1601 S HALSTED 404,2010,299,,,,,,,,,,,,-87.6464744,41.85971110000001,250000
611 W BRIAR PL,2014,299,,,,,,,,,,,,-87.64471400000002,41.9390221,133500
2738 W CHASE AV,2005,207,2-story,6.0,3.0,Full basement,0.0,No,2.0,1.0,1950.0,4960.0,57.0,-87.69881590000001,42.0140918,430000
6417 102ND PL,2012,203,1-story,5.0,3.0,crawlspace,0.0,No,1.0,1.0,1121.0,3458.0,51.0,-87.7804262,41.70563,135000
46 CUNNINGHAM LN,2007,295,2-story,5.0,2.0,Full basement,1.0,Yes,2.0,0.0,1627.0,2635.0,10.0,-87.683128,41.485908,149990
1250  SUMMERSWEET LN BARTLETT,2018,295,2.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,1623.0,2994.0,19.0,-88.2143071,42.00341928,141000
105  BOARDWALK ST ELK GROVE VILLAGE,2018,299,,,,,,,1.0,,,306222.0,10.0,-88.00673259,42.00642719,99000
629 WOODBINE,2010,205,2-story,7.0,3.0,Full basement,0.0,No,1.0,1.0,1802.0,9256.0,128.0,-87.79952159999998,41.8971836,435000
111  BRANDON CT PALATINE,2018,299,,,,,,,1.0,,,188439.0,10.0,-88.04741801,42.12391924,77000
674  GREENFIELD CT BARTLETT,2018,299,,,,,,,1.0,,,371243.0,10.0,-88.17045093,41.98806107,112000
3919 W 82ND PL,2005,203,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,1083.0,4410.0,51.0,-87.72005159999998,41.7429063,185900
34  LENGEL DR SCHAUMBURG,2018,278,2.0,6.0,3.0,3.0,0.0,2.0,1.0,0.0,1220.0,15300.0,105.0,-88.07882685,42.02556949,165000
107 S HAROLD ST,2004,204,?,7.0,5.0,Partial basement,0.0,No,1.0,1.0,2091.0,13196.0,73.0,-87.89436009999999,41.90602910000001,265750
242  GILLICK ST PARK RIDGE,2018,205,2.0,7.0,4.0,1.0,1.0,2.0,2.0,1.0,1884.0,6000.0,88.0,-87.82583983,42.00244603,300000
2632  PIRATE CV SCHAUMBURG,2018,299,,,,,,,1.0,,,122016.0,10.0,-88.05709386,42.07583276,135000
2242 W FARRAGUT,2003,211,2-story,8.0,4.0,Partial basement,0.0,No,2.0,0.0,1744.0,3125.0,105.0,-87.6860626,41.97703370000001,479000
7813 S CARPENTER ST,2007,203,1-story,6.0,2.0,Full basement,1.0,No,1.0,0.0,1072.0,3720.0,83.0,-87.6498854,41.7519128,174000
446  ROSE AVE DES PLAINES,2018,205,2.0,5.0,2.0,1.0,0.0,2.0,1.0,0.0,1032.0,6136.0,69.0,-87.91274514,42.03888396,1
1215  LAKE AVE WILMETTE,2018,206,2.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,2549.0,7500.0,120.0,-87.70845505,42.07857751,880000
4924 N ORANGE AVE NORRIDGE,2018,207,2.0,8.0,4.0,1.0,0.0,1.0,2.0,0.0,1989.0,4914.0,60.0,-87.82410181,41.9693301,450000
10041 S VERNON,2006,202,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,970.0,3750.0,63.0,-87.6123867,41.711577,185000
1155 N DEARBORN U903,2007,299,,,,,,,,,,,,-87.6296443,41.9034624,1150000
14531 RIDGE AVE,2007,203,1-story,6.0,3.0,Partial basement,0.0,No,1.0,1.0,1334.0,12825.0,49.0,-87.8719684,41.6254764,280000
815 N MARSHFIELD AVE,2015,299,,,,,,,,,,,,-87.66821340000001,41.8966357,379900
400 RANDOLPOH ST 3028,2008,299,,,,,,,,,,,,-87.62979820000002,41.8781136,250000
3108 N RACINE,2003,278,2-story,8.0,4.0,Full basement,1.0,Yes,3.0,1.0,2342.0,3000.0,1.0,-87.65917270000001,41.9383134,478500
912  WINDSOR RD GLENVIEW,2018,203,1.0,5.0,3.0,3.0,1.0,1.0,1.0,2.0,1640.0,9360.0,62.0,-87.78300619,42.0713293,695000
4329 N OLCOTT AV,2003,203,1-story,6.0,3.0,Full basement,0.0,No,1.0,1.0,1276.0,5532.0,53.0,-87.8142699,41.9589791,335000
1371  WHISPERING SPRINGS CIR PALATINE,2018,299,,,,,,,1.0,,,1315365.0,10.0,-88.01115625,42.14389766,204900
1520 N ASTOR,2008,209,3-story,8.0,4.0,Full basement,3.0,Yes,4.0,2.0,5596.0,3300.0,106.0,-87.6279859,41.9101678,4425000
6701 W 87TH PL,2010,234,multilevel,5.0,3.0,Partial basement,0.0,Yes,1.0,1.0,1362.0,11969.0,37.0,-87.787187,41.732349,235000
1274  ASBURY AVE WINNETKA,2018,206,2.0,8.0,4.0,3.0,1.0,2.0,2.0,1.0,2684.0,8000.0,86.0,-87.75172246,42.11776205,1025000
1027 W 109TH STREET,2012,234,multilevel,5.0,3.0,Partial basement,0.0,No,1.0,2.0,1272.0,5020.0,38.0,-87.6484401,41.6957201,132000
1515 E CENTRAL RD ARLINGTON HEIGHTS,2018,299,,,,,,,1.0,,,1458519.0,10.0,-87.96490851,42.06395108,85000
1023  BROCKWAY ST PALATINE,2018,278,2.0,8.0,4.0,1.0,1.0,1.0,3.0,0.0,3502.0,15040.0,16.0,-88.04581597,42.091712,700000
4962-64 N. MILWAUKEE,2006,299,,,,,,,,,,,,-87.7640715,41.9710416,305000
4821  HULL ST SKOKIE,2018,299,,,,,,,1.0,,,14880.0,10.0,-87.74861745,42.02329162,57000
1319  KINGSBURY DR HANOVER PARK,2018,299,,,,,,,1.0,,,83673.0,10.0,-88.14210977,42.00995656,89500
650 S GROVE AVE BARRINGTON,2018,204,5.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,2106.0,7860.0,56.0,-88.13403713,42.14704343,775000
1604 SCOVILLE AV,2004,203,1-story,5.0,3.0,Full basement,0.0,Yes,1.0,0.0,1161.0,4536.0,56.0,-87.7876504,41.8577564,239900
8335 MAYFIELD AVE,2015,203,?,7.0,4.0,Partial basement,1.0,No,2.0,0.0,1534.0,11280.0,66.0,-87.7682424,41.7402733,130000
1234  SPRUCE ST GLENVIEW,2018,208,2.0,8.0,4.0,3.0,1.0,2.0,3.0,1.0,2815.0,28990.0,75.0,-87.81249223,42.07758953,1
2845 N MARMORA AVE,2010,211,2-story,10.0,6.0,Full basement,0.0,No,2.0,0.0,2204.0,3720.0,82.0,-87.7732777,41.9325198,208000
1914 N 77TH AVE ELMWOOD PARK,2018,205,2.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,1697.0,5625.0,67.0,-87.81853392,41.91479206,325000
5842 N WHIPPLE,2009,211,2-story,6.0,4.0,Slab basement,0.0,No,2.0,0.0,2170.0,3480.0,78.0,-87.7056575,41.9879846,325000
1240 W STURBRIDGE DR HOFFMAN ESTATES,2018,278,2.0,9.0,4.0,3.0,0.0,1.0,2.0,1.0,2139.0,7700.0,36.0,-88.11049762,42.10183271,350000
2673  COLLEGE HILL CIR SCHAUMBURG,2018,299,,,,,,,1.0,,,606223.0,10.0,-88.06383221,42.07666466,186000
9416  BAY COLONY DR DES PLAINES,2018,299,,,,,,,1.0,,,808917.0,10.0,-87.86583824,42.05107046,122000
7400 S CALUMET AVE,2006,203,1-story,6.0,3.0,Full basement,0.0,No,2.0,0.0,1533.0,5304.0,90.0,-87.6170759,41.7600598,200000
1508  EVERGREEN TER GLENVIEW,2018,203,1.0,6.0,3.0,1.0,0.0,1.0,1.0,1.0,1260.0,8439.0,60.0,-87.79211807,42.0821526,357000
8144 N OCTAVIA AVE NILES,2018,203,1.0,6.0,3.0,1.0,0.0,1.0,1.0,0.0,1215.0,5580.0,63.0,-87.80922399,42.02931905,322500
653 E 162ND PL,2014,203,1-story,5.0,2.0,Full basement,0.0,Yes,1.0,0.0,1008.0,6258.0,50.0,-87.6007202,41.5996786,84200
5440 N CENTRAL AV,2013,202,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,969.0,3125.0,51.0,-87.62979820000002,41.8781136,216200
6537 SINCLAIR AV,2011,203,?,7.0,3.0,Full basement,0.0,Yes,2.0,0.0,1563.0,6250.0,90.0,-87.7872854,41.8316586,135000
467  POND VIEW LANE  BARTLETT,2018,278,2.0,7.0,4.0,4.0,1.0,1.0,2.0,1.0,3366.0,10281.0,13.0,-88.19216231,41.99132454,440000
836 S FAIRVIEW AVE PARK RIDGE,2018,206,2.0,8.0,4.0,3.0,2.0,2.0,1.0,1.0,2344.0,8589.0,76.0,-87.83483342,42.00029134,610000
4104 N. Harlem Avenue,2005,299,,,,,,,,,,,,-87.8076453,41.9574788,303240
5124 W SHERWIN AVE SKOKIE,2018,203,1.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,1092.0,5580.0,62.0,-87.75621277,42.0148244,228000
4942 N SPAULDING AVE,2005,299,,,,,,,,,,,,-87.71141800000002,41.9715528,268900
9130 S UNION AVE,2009,202,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,969.0,3250.0,42.0,-87.64125159999998,41.7278319,162900
7319 N OSCEOLA AV,2004,203,,,,,,,,,,,,-87.8124267,42.0140076,345000
4905 W BLOOMINDALE,2006,211,2-story,7.0,4.0,Full basement,0.0,No,2.0,0.0,1960.0,3125.0,111.0,-87.749512,41.91303970000001,245000
422  KEENEY ST EVANSTON,2018,299,,,,,,,1.0,,,3104.0,10.0,-87.67635892,42.02915039,110500
2113  IRWIN AVE PARK RIDGE,2018,234,4.0,6.0,4.0,3.0,0.0,1.0,2.0,1.0,1460.0,6660.0,54.0,-87.85340131,42.01833775,325000
2087 W GREENLEAF AV,2003,203,1-story,5.0,3.0,Full basement,0.0,Yes,1.0,1.0,1113.0,8600.0,104.0,-87.6837522,42.00982570000001,425900
6948  KEATING AVE LINCOLNWOOD,2018,204,1.0,8.0,4.0,3.0,1.0,1.0,2.0,1.0,2050.0,8400.0,61.0,-87.74761823,42.00765559,459000
436 SOUTH CATHERINE,2004,211,2-story,32.0,14.0,Slab basement,0.0,No,10.0,0.0,7744.0,11970.0,33.0,-87.8734066,41.8055847,690000
830  WOODLAWN ST HOFFMAN ESTATES,2018,203,1.0,5.0,3.0,1.0,0.0,2.0,2.0,0.0,1092.0,9490.0,52.0,-88.09917373,42.04204074,235000
936 JUDSON AVE 1E,2011,299,,,,,,,,,,,,-87.676741,42.0351689,295000
1945 N 74TH CT ELMWOOD PARK,2018,204,1.0,8.0,4.0,2.0,1.0,1.0,2.0,1.0,2022.0,7500.0,66.0,-87.81175807,41.91592120000001,265000
655 W IRVING PARK RD,2005,299,,,,,,,,,,,,-87.6469767,41.9544613,226003
4128 N MANGO,2006,203,2-story,6.0,4.0,Full basement,0.0,Yes,3.0,0.0,2338.0,3891.0,88.0,-87.7710869,41.9558286,353000
3648 N NEWLAND AV,2004,203,?,5.0,3.0,crawlspace,0.0,No,1.0,0.0,1584.0,3671.0,92.0,-87.7999154,41.946848,222000
1431  MILLBROOK CT SCHAUMBURG,2018,299,,,,,,,1.0,,,1233032.0,10.0,-88.11525579,42.02366207,156000
3901 N MOZART 3,2009,299,,,,,,,,,,,,-87.6991517,41.9522847,300000
535  MELROSE AVE KENILWORTH,2018,203,5.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1601.0,6240.0,66.0,-87.71912542,42.08744764,680000
5625 W 81ST PL,2004,202,1-story,6.0,3.0,Slab basement,1.0,No,1.0,0.0,912.0,11970.0,50.0,-87.7626298,41.7439349,390000
392 BLACKHAWK RD,2014,202,1-story,4.0,2.0,Full basement,0.0,Yes,1.0,0.0,840.0,9435.0,81.0,-87.80401579999999,41.8251289,430000
1753  SYCAMORE AVE HANOVER PARK,2018,203,1.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,1280.0,8160.0,56.0,-88.14861684,41.99915497,102000
5851 W HENDERSON,2005,203,?,5.0,3.0,Full basement,0.0,No,1.0,0.0,1296.0,4077.0,86.0,-87.7735084,41.9410449,351000
1606 N. HARLEM AVE.,2007,299,,,,,,,,,,,,-87.8061416,41.9092233,332500
155  LANCASTER LN DES PLAINES,2018,207,2.0,6.0,3.0,3.0,0.0,1.0,1.0,1.0,1490.0,8375.0,54.0,-87.92485635,42.02474982,289000
1737 N 77TH AVE ELMWOOD PARK,2018,205,2.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,1980.0,6375.0,66.0,-87.81773786,41.91189384,320000
708  JUDSON AVE EVANSTON,2018,206,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,3640.0,7695.0,108.0,-87.6758941,42.03052526,1123000
3721 S 52ND CT,2011,203,1-story,5.0,3.0,Full basement,1.0,Yes,2.0,0.0,1065.0,3150.0,47.0,-87.754325,41.8247923,75500
204 E LYNDALE AVE NORTHLAKE,2018,203,5.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,1265.0,10098.0,63.0,-87.89837929,41.91991289,149800
3151 N LINCOLN,2003,299,,,,,,,,,,,,-87.6674848,41.93924910000001,294000
5143 S LAPORTE AV,2003,202,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,951.0,3780.0,51.0,-87.7463295,41.7989898,205000
4114 N KENNETH AVE,2014,234,multilevel,5.0,3.0,Partial basement,0.0,No,1.0,0.0,1210.0,6766.0,42.0,-87.7396493,41.955846,455000
729  SYLVIAWOOD AVE PARK RIDGE,2018,203,1.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,1156.0,6600.0,61.0,-87.85850281,42.02054769,389000
1408  ASBURY AVE WINNETKA,2018,206,2.0,9.0,5.0,3.0,1.0,2.0,3.0,1.0,3066.0,7950.0,89.0,-87.75658125,42.11783901,930000
719  HAYWARD AVE STREAMWOOD,2018,203,1.0,7.0,3.0,2.0,0.0,2.0,1.0,0.0,1387.0,7920.0,43.0,-88.16227832,42.001449,1
161 E HILLSIDE RD BARRINGTON,2018,234,4.0,8.0,4.0,3.0,1.0,1.0,2.0,1.0,1567.0,28512.0,53.0,-88.10496572,42.14647056,575000
8300 N NEW ENGLAND AVE NILES,2018,203,1.0,5.0,2.0,4.0,0.0,1.0,1.0,0.0,1303.0,8549.0,67.0,-87.79868346,42.03205111,235000
4204  CENTRAL RD GLENVIEW,2018,299,,,,,,,1.0,,,41150.0,10.0,-87.85572844,42.06632070000001,153000
9401 S MELVINA B4,2003,299,,,,,,,,,,,,-87.7746571,41.7210823,109900
6852 N LINCOLN AVE LINCOLNWOOD,2018,210,2.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,1224.0,2368.0,63.0,-87.73179459,42.00535464,256000
1455  DENNISON RD HOFFMAN ESTATES,2018,203,1.0,7.0,4.0,1.0,1.0,1.0,3.0,0.0,1286.0,9750.0,48.0,-88.09467389,42.05331057,295000
18857 QUEENS RD,2007,203,1-story,7.0,4.0,Slab basement,0.0,Yes,2.0,1.0,1706.0,8679.0,46.0,-87.63772440000002,41.5463084,205000
1101 WOLFRAM ST,2014,299,,,,,,,,,,,,-87.6564757,41.933297,201000
9720 S PULASKI 306,2007,299,,,,,,,,,,,,-87.7219179,41.7160979,127500
1740  OAK AVE EVANSTON,2018,299,,,,,,,1.0,,,116985.0,10.0,-87.68766855,42.04953451,177000
405 N KENSINGTON,2013,278,2-story,8.0,3.0,Partial basement,1.0,Yes,1.0,1.0,2011.0,6250.0,25.0,-87.8745954,41.82179470000001,510000
3001 W WILSON  2,2014,299,,,,,,,,,,,,-87.703688,41.964524,214500
7525 W 62ND PL,2004,202,1-story,5.0,3.0,Full basement,0.0,No,1.0,1.0,768.0,3510.0,97.0,-87.80935440000002,41.7778216,125000
9173 DEL PRADO DR  1E,2005,299,,,,,,,,,,,,-87.8464587,41.71641029999999,190000
1704 N 73RD CT ELMWOOD PARK,2018,205,2.0,6.0,3.0,3.0,0.0,2.0,1.0,0.0,1365.0,5000.0,74.0,-87.80985516,41.91089403,210000
2824 N NEENAH AV,2003,203,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,1006.0,4834.0,78.0,-87.7896484,41.9317118,249000
1322 S PRAIRIE 1710,2010,299,,,,,,,,,,,,-87.6216846,41.865135,350000
5120 S MAPLEWOOD AV,2003,203,?,7.0,4.0,Full basement,0.0,No,1.0,0.0,1323.0,3125.0,114.0,-87.6881392,41.8004294,155000
10024 S CICERO,2005,211,2-story,11.0,5.0,Full basement,0.0,No,2.0,0.0,2310.0,3750.0,109.0,-87.7409418,41.7099193,195000
7211 S WOLF RD    B6,2003,299,,,,,,,,,,,,-87.895535,41.758055,84000
1810 W HATHERLEIGH CT MOUNT PROSPECT,2018,299,,,,,,,1.0,,,109284.0,10.0,-87.96185671,42.03879285,42000
9333 S VANDERPOEL AV,2003,202,1-story,4.0,2.0,Full basement,0.0,No,2.0,0.0,680.0,3100.0,88.0,-87.66599240000002,41.7238643,99000
3712 W 81ST ST,2006,203,1-story,5.0,3.0,Full basement,0.0,Yes,1.0,0.0,1101.0,4725.0,55.0,-87.71514499999998,41.7461323,226000
3905 N OAKLEY,2010,211,2-story,10.0,5.0,Full basement,1.0,Yes,3.0,1.0,4271.0,4340.0,4.0,-87.6857296,41.95248400000001,436000
2712 N. LEHMANN,2007,299,,,,,,,,,,,,-87.6438165,41.9319362,545000
2105 S 16TH AVE,2008,204,1-story,7.0,3.0,Partial basement,1.0,Yes,2.0,0.0,1965.0,3150.0,28.0,-87.8515089,41.865626,239000
900  APPLE DR SCHAUMBURG,2018,203,1.0,7.0,4.0,3.0,0.0,1.0,2.0,1.0,1242.0,8483.0,33.0,-88.12352036,42.0416098,240000
935 E HYDE PK BLVD 3,2006,299,,,,,,,,,,,,-87.602429,41.801957,143750
6023 N SCOTT ST ROSEMONT,2018,234,4.0,6.0,3.0,3.0,0.0,1.0,1.0,1.0,1020.0,11505.0,51.0,-87.87546364,41.98891394,220000
3632  HAWTHORNE ST FRANKLIN PARK,2018,203,1.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,1128.0,6200.0,55.0,-87.87475529,41.94495367,131500
325 ASHLAND,2006,205,2-story,7.0,3.0,Full basement,0.0,Yes,2.0,1.0,1552.0,8010.0,102.0,-87.8159979,41.8856355,475000
1701  LINDEN AVE PARK RIDGE,2018,278,2.0,7.0,3.0,3.0,1.0,1.0,2.0,1.0,2334.0,6650.0,41.0,-87.82509471,41.98970617,476500
5457 W 63RD PL,2004,205,2-story,7.0,3.0,Partial basement,0.0,No,2.0,0.0,1302.0,5143.0,114.0,-87.75905429999997,41.77701,168000
3083  LEXINGTON LN GLENVIEW,2018,299,,,,,,,1.0,,,470657.0,10.0,-87.831307,42.10684487,360000
1916  WARREN ST EVANSTON,2018,205,2.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,1104.0,3750.0,69.0,-87.7003437,42.02724739,384900
1422 STATE ST,2010,295,3-story,6.0,2.0,Slab basement,1.0,Yes,2.0,1.0,1681.0,1259.0,22.0,-87.627662,41.863317,470000
4713 N OKETO AVE HARWOOD HEIGHTS,2018,203,5.0,6.0,3.0,4.0,0.0,1.0,1.0,1.0,1012.0,3780.0,66.0,-87.81172945,41.96596067,225000
15106 MINERVA,2005,299,,,,,,,,,,,,-87.591499,41.620672,75000
6067  HALLORAN LN HOFFMAN ESTATES,2018,299,,,,,,,1.0,,,1640136.0,10.0,-88.2401561,42.05699964,1
5008 CIRCLE CT,2014,299,,,,,,,,,,,,-87.7420765,41.6501899,72000
710  BLUE RIDGE DR STREAMWOOD,2018,278,2.0,9.0,4.0,1.0,1.0,1.0,2.0,1.0,2636.0,11150.0,9.0,-88.21123461,42.01946187,330000
3053 N LEAVITT,2007,211,2-story,8.0,4.0,Full basement,0.0,Yes,2.0,0.0,1688.0,3075.0,113.0,-87.6829095,41.9374398,532500
16519 HILLCREST DR,2003,234,multilevel,7.0,3.0,Partial basement,1.0,Yes,2.0,0.0,1419.0,8901.0,22.0,-87.81730350000002,41.5908075,235000
710 W OAKDALE AVE,2003,299,,,,,,,,,,,,-87.64772020000002,41.9357304,217500
625 W HUNTINGTON COMMONS RD MOUNT PROSPECT,2018,299,,,,,,,1.0,,,59182.0,10.0,-87.94527908,42.04109189,108500
2210 S GOEBBERT RD ARLINGTON HEIGHTS,2018,299,,,,,,,1.0,,,197479.0,10.0,-87.97602514,42.04550706,95000
4121 W 93RD PL 2E,2006,299,,,,,,,,,,,,-87.724517,41.722969,180000
6016 S MEADE AVE,2015,205,2-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,1087.0,3750.0,61.0,-87.774402,41.7827551,179900
611 W BARRY 4E,2005,299,,,,,,,,,,,,-87.64489300000002,41.937715,323000
438 W SURF 2A,2007,299,,,,,,,,,,,,-87.641194,41.934676,292000
5658 S NEWCASTLE,2006,202,1-story,4.0,2.0,Full basement,0.0,Yes,1.0,0.0,864.0,5105.0,58.0,-87.79291409999998,41.7886553,270000
3857 W 155TH ST,2014,278,2-story,7.0,3.0,Partial basement,1.0,Yes,2.0,0.0,2260.0,21082.0,1.0,-87.71468320000002,41.6070392,217000
2950 N HERMITAGE AVE,2014,295,3-story,8.0,4.0,Slab basement,0.0,Yes,2.0,1.0,2128.0,1605.0,4.0,-87.6725125,41.9356113,605000
